"","MDS","SerNum","PPC","AssignLoc","ReportingStatus","StartDateTime","StopDateTime"
"620","CV022B","0700000034","DM","KIRTLAND","OOR",2019-01-28 00:00:00,"2019-01-28 00:01:00"
"621","CV022B","0700000034","DJ","KIRTLAND","OOR",2019-01-28 00:01:00,"2019-01-30 21:30:00"
"622","CV022B","0700000034","DM","KIRTLAND","OOR",2019-01-30 21:30:00,"2019-01-31 19:00:00"
"623","CV022B","0700000034","DJ","KIRTLAND","OOR",2019-01-31 19:00:00,"2019-02-04 15:01:00"
"624","CV022B","0700000034","DM","KIRTLAND","OOR",2019-02-04 15:01:00,"2019-02-10 18:00:00"
"625","CV022B","0700000034","BU","KIRTLAND","OOR",2019-02-10 18:00:00,"2019-02-10 18:01:00"
"626","CV022B","0700000034","TF","KIRTLAND","IR",2019-02-10 18:01:00,"2019-02-11 18:02:00"
"627","CV022B","0700000034","BU","KIRTLAND","OOR",2019-02-11 18:02:00,"2019-02-19 15:00:00"
"628","CV022B","0700000034","TF","KIRTLAND","IR",2019-02-19 15:00:00,"2019-02-27 20:10:00"
"629","CV022B","0700000034","BU","KIRTLAND","OOR",2019-02-27 20:10:00,"2019-02-27 20:11:00"
"630","CV022B","0700000034","DM","KIRTLAND","OOR",2019-02-27 20:11:00,"2019-02-27 21:22:00"
"631","CV022B","0700000034","TF","KIRTLAND","IR",2019-02-27 21:22:00,"2019-04-04 19:40:00"
"632","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-04-04 19:40:00,"2019-04-05 13:00:00"
"633","CV022B","0700000034","TF","KIRTLAND","IR",2019-04-05 13:00:00,"2019-04-05 13:01:00"
"634","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-04-05 13:01:00,"2019-04-15 13:30:00"
"635","CV022B","0700000034","TF","KIRTLAND","IR",2019-04-15 13:30:00,"2019-04-15 17:45:00"
"636","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-04-15 17:45:00,"2019-04-18 13:00:00"
"637","CV022B","0700000034","TF","KIRTLAND","IR",2019-04-18 13:00:00,"2019-04-18 18:00:00"
"638","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-04-18 18:00:00,"2019-04-18 23:30:00"
"639","CV022B","0700000034","TF","KIRTLAND","IR",2019-04-18 23:30:00,"2019-04-27 23:00:00"
"640","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-04-27 23:00:00,"2019-05-02 15:30:00"
"641","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-02 15:30:00,"2019-05-02 18:00:00"
"642","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-05-02 18:00:00,"2019-05-06 01:00:00"
"643","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-06 01:00:00,"2019-05-07 10:30:00"
"644","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-05-07 10:30:00,"2019-05-08 11:30:00"
"645","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-08 11:30:00,"2019-05-08 20:22:00"
"646","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-05-08 20:22:00,"2019-05-10 13:30:00"
"647","CV022B","0700000034","DM","KIRTLAND","OOR",2019-05-10 13:30:00,"2019-05-10 20:30:00"
"648","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-05-10 20:30:00,"2019-05-10 20:31:00"
"649","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-10 20:31:00,"2019-05-11 02:01:00"
"650","CV022B","0700000034","DM","KIRTLAND","OOR",2019-05-11 02:01:00,"2019-05-11 17:00:00"
"651","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-11 17:00:00,"2019-05-11 20:00:00"
"652","CV022B","0700000034","DM","KIRTLAND","OOR",2019-05-11 20:00:00,"2019-05-12 13:30:00"
"653","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-12 13:30:00,"2019-05-12 18:30:00"
"654","CV022B","0700000034","DM","KIRTLAND","OOR",2019-05-12 18:30:00,"2019-05-14 00:00:00"
"655","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-14 00:00:00,"2019-05-16 05:00:00"
"656","CV022B","0700000034","DJ","KIRTLAND","OOR",2019-05-16 05:00:00,"2019-05-16 18:30:00"
"657","CV022B","0700000034","DM","KIRTLAND","OOR",2019-05-16 18:30:00,"2019-05-16 21:00:00"
"658","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-16 21:00:00,"2019-05-19 22:18:00"
"659","CV022B","0700000034","DM","KIRTLAND","OOR",2019-05-19 22:18:00,"2019-05-22 16:00:00"
"660","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-22 16:00:00,"2019-05-22 18:30:00"
"661","CV022B","0700000034","DM","KIRTLAND","OOR",2019-05-22 18:30:00,"2019-05-22 20:50:00"
"662","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-22 20:50:00,"2019-05-23 19:00:00"
"663","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-05-23 19:00:00,"2019-05-24 14:30:00"
"664","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-24 14:30:00,"2019-05-24 17:30:00"
"665","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-05-24 17:30:00,"2019-05-25 03:50:00"
"666","CV022B","0700000034","TF","KIRTLAND","IR",2019-05-25 03:50:00,"2019-06-17 20:30:00"
"667","CV022B","0700000034","DM","KIRTLAND","OOR",2019-06-17 20:30:00,"2019-06-24 22:30:00"
"668","CV022B","0700000034","TF","KIRTLAND","IR",2019-06-24 22:30:00,"2019-07-19 13:30:00"
"669","CV022B","0700000034","DM","KIRTLAND","OOR",2019-07-19 13:30:00,"2019-07-19 17:30:00"
"670","CV022B","0700000034","TF","KIRTLAND","IR",2019-07-19 17:30:00,"2019-09-09 17:30:00"
"671","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-09-09 17:30:00,"2019-09-10 15:00:00"
"672","CV022B","0700000034","BU","KIRTLAND","OOR",2019-09-10 15:00:00,"2019-09-12 20:30:00"
"673","CV022B","0700000034","DM","KIRTLAND","OOR",2019-09-12 20:30:00,"2019-09-12 23:00:00"
"674","CV022B","0700000034","BU","KIRTLAND","OOR",2019-09-12 23:00:00,"2019-09-12 23:01:00"
"675","CV022B","0700000034","TF","KIRTLAND","IR",2019-09-12 23:01:00,"2019-12-31 01:55:00"
"676","CV022B","0700000034","BQ","KIRTLAND","OOR",2019-12-31 01:55:00,"2020-01-06 22:30:00"
"677","CV022B","0700000034","DM","KIRTLAND","OOR",2020-01-06 22:30:00,"2020-01-08 16:00:00"
"678","CV022B","0700000034","BQ","KIRTLAND","OOR",2020-01-08 16:00:00,"2020-01-08 16:01:00"
"679","CV022B","0700000034","TF","KIRTLAND","IR",2020-01-08 16:01:00,"2020-01-16 22:59:00"
"680","CV022B","0700000034","BQ","KIRTLAND","OOR",2020-01-16 22:59:00,"2020-01-17 14:30:00"
"681","CV022B","0700000034","BU","KIRTLAND","OOR",2020-01-17 14:30:00,"2020-01-22 16:00:00"
"682","CV022B","0700000034","DJ","KIRTLAND","OOR",2020-01-22 16:00:00,"2020-01-22 16:01:00"
"683","CV022B","0700000034","DM","KIRTLAND","OOR",2020-01-22 16:01:00,"2020-01-22 16:02:00"
"684","CV022B","0700000034","DJ","KIRTLAND","OOR",2020-01-22 16:02:00,"2020-01-23 19:20:00"
"685","CV022B","0700000034","DM","KIRTLAND","OOR",2020-01-23 19:20:00,"2020-01-23 23:00:00"
"686","CV022B","0700000034","BU","KIRTLAND","OOR",2020-01-23 23:00:00,"2020-01-28 20:00:00"
"687","CV022B","0700000034","TF","KIRTLAND","IR",2020-01-28 20:00:00,"2020-02-07 23:30:00"
"688","CV022B","0700000034","DJ","KIRTLAND","OOR",2020-02-07 23:30:00,"2020-02-10 14:00:00"
"689","CV022B","0700000034","DK","KIRTLAND","OOR",2020-02-10 14:00:00,"2020-02-26 16:00:00"
"690","CV022B","0700000034","TF","KIRTLAND","IR",2020-02-26 16:00:00,"2020-02-28 14:30:00"
"691","CV022B","0700000034","BU","KIRTLAND","OOR",2020-02-28 14:30:00,"2020-03-04 23:30:00"
"692","CV022B","0700000034","TF","KIRTLAND","IR",2020-03-04 23:30:00,"2020-04-16 15:00:00"
"693","CV022B","0700000034","DM","KIRTLAND","OOR",2020-04-16 15:00:00,"2020-04-17 20:00:00"
"694","CV022B","0700000034","TF","KIRTLAND","IR",2020-04-17 20:00:00,"2020-04-29 02:00:00"
"695","CV022B","0700000034","BQ","KIRTLAND","OOR",2020-04-29 02:00:00,"2020-04-29 15:30:00"
"696","CV022B","0700000034","TF","KIRTLAND","IR",2020-04-29 15:30:00,"2020-05-15 04:30:00"
"697","CV022B","0700000034","BQ","KIRTLAND","OOR",2020-05-15 04:30:00,"2020-05-19 23:30:00"
"698","CV022B","0700000034","TF","KIRTLAND","IR",2020-05-19 23:30:00,"2020-09-10 03:00:00"
"699","CV022B","0700000034","BQ","KIRTLAND","OOR",2020-09-10 03:00:00,"2020-09-10 17:00:00"
"700","CV022B","0700000034","TF","KIRTLAND","IR",2020-09-10 17:00:00,"2021-05-14 04:15:00"
"701","CV022B","0700000034","BQ","KIRTLAND","OOR",2021-05-14 04:15:00,"2021-05-18 09:00:00"
"702","CV022B","0700000034","TF","KIRTLAND","IR",2021-05-18 09:00:00,"2021-06-15 19:30:00"
"703","CV022B","0700000034","BQ","KIRTLAND","OOR",2021-06-15 19:30:00,"2021-06-15 21:30:00"
"704","CV022B","0700000034","TF","KIRTLAND","IR",2021-06-15 21:30:00,"2021-10-19 14:00:00"
"705","CV022B","0700000034","DM","KIRTLAND","OOR",2021-10-19 14:00:00,"2021-10-19 21:00:00"
"706","CV022B","0700000034","TF","KIRTLAND","IR",2021-10-19 21:00:00,"2022-01-13 15:00:00"
"707","CV022B","0700000034","DM","KIRTLAND","OOR",2022-01-13 15:00:00,"2022-01-14 00:00:00"
"708","CV022B","0700000034","TF","KIRTLAND","IR",2022-01-14 00:00:00,"2022-01-18 15:00:00"
"709","CV022B","0700000034","DM","KIRTLAND","OOR",2022-01-18 15:00:00,"2022-01-20 20:00:00"
"710","CV022B","0700000034","TF","KIRTLAND","IR",2022-01-20 20:00:00,"2022-03-07 10:46:30"
"711","CV022B","0800000035","CA","HURLBURT","IR",2015-01-01 00:01:00,"2015-02-10 14:00:00"
"712","CV022B","0800000035","DM","HURLBURT","OOR",2015-02-10 14:00:00,"2015-02-10 14:01:00"
"713","CV022B","0800000035","CA","HURLBURT","IR",2015-02-10 14:01:00,"2015-02-12 18:01:00"
"714","CV022B","0800000035","DM","HURLBURT","OOR",2015-02-12 18:01:00,"2015-05-18 17:35:00"
"715","CV022B","0800000035","CA","HURLBURT","IR",2015-05-18 17:35:00,"2015-05-19 22:11:00"
"716","CV022B","0800000035","DM","HURLBURT","OOR",2015-05-19 22:11:00,"2015-05-29 21:02:00"
"717","CV022B","0800000035","CA","HURLBURT","IR",2015-05-29 21:02:00,"2016-04-13 14:46:00"
"718","CV022B","0800000035","DM","HURLBURT","OOR",2016-04-13 14:46:00,"2016-05-02 19:00:00"
"719","CV022B","0800000035","CA","HURLBURT","IR",2016-05-02 19:00:00,"2016-06-20 13:21:00"
"720","CV022B","0800000035","BQ","HURLBURT","OOR",2016-06-20 13:21:00,"2016-06-20 20:12:00"
"721","CV022B","0800000035","CA","HURLBURT","IR",2016-06-20 20:12:00,"2017-02-16 19:00:00"
"722","CV022B","0800000035","DM","HURLBURT","OOR",2017-02-16 19:00:00,"2017-02-27 17:00:00"
"723","CV022B","0800000035","CA","HURLBURT","IR",2017-02-27 17:00:00,"2017-03-16 23:00:00"
"724","CV022B","0800000035","BQ","HURLBURT","OOR",2017-03-16 23:00:00,"2017-03-17 21:00:00"
"725","CV022B","0800000035","CA","HURLBURT","IR",2017-03-17 21:00:00,"2017-06-01 13:00:00"
"726","CV022B","0800000035","DM","HURLBURT","OOR",2017-06-01 13:00:00,"2017-06-16 20:00:00"
"727","CV022B","0800000035","CA","HURLBURT","IR",2017-06-16 20:00:00,"2017-09-24 14:00:00"
"728","CV022B","0800000035","PJ","HURLBURT","IR",2017-09-24 14:00:00,"2017-10-26 11:00:00"
"729","CV022B","0800000035","CA","HURLBURT","IR",2017-10-26 11:00:00,"2019-09-17 09:30:00"
"730","CV022B","0800000035","BQ","HURLBURT","OOR",2019-09-17 09:30:00,"2019-09-18 19:00:00"
"731","CV022B","0800000035","CA","HURLBURT","IR",2019-09-18 19:00:00,"2020-03-25 22:16:00"
"732","CV022B","0800000035","BQ","HURLBURT","OOR",2020-03-25 22:16:00,"2020-03-28 08:00:00"
"733","CV022B","0800000035","CA","HURLBURT","IR",2020-03-28 08:00:00,"2021-01-26 05:00:00"
"734","CV022B","0800000035","PJ","HURLBURT","IR",2021-01-26 05:00:00,"2021-02-23 16:02:00"
"735","CV022B","0800000035","BT","HURLBURT","OOR",2021-02-23 16:02:00,"2021-02-23 20:00:00"
"736","CV022B","0800000035","CA","HURLBURT","IR",2021-02-23 20:00:00,"2021-02-24 05:00:00"
"737","CV022B","0800000035","BT","HURLBURT","OOR",2021-02-24 05:00:00,"2021-03-09 19:26:00"
"738","CV022B","0800000035","CA","HURLBURT","IR",2021-03-09 19:26:00,"2021-03-31 18:31:00"
"739","CV022B","0800000035","DM","HURLBURT","OOR",2021-03-31 18:31:00,"2021-04-05 15:00:00"
"740","CV022B","0800000035","BU","HURLBURT","OOR",2021-04-05 15:00:00,"2021-04-09 10:00:00"
"741","CV022B","0800000035","CA","HURLBURT","IR",2021-04-09 10:00:00,"2021-05-26 12:17:00"
"742","CV022B","0800000035","BT","HURLBURT","OOR",2021-05-26 12:17:00,"2021-06-04 15:15:00"
"743","CV022B","0800000035","DO","HURLBURT","OOR",2021-06-04 15:15:00,"2022-01-28 21:00:00"
"744","CV022B","0800000035","BT","HURLBURT","OOR",2022-01-28 21:00:00,"2022-01-28 21:01:00"
"745","CV022B","0800000035","CA","HURLBURT","IR",2022-01-28 21:01:00,"2022-03-07 10:46:30"
"746","CV022B","0800000036","DM","CANNON","OOR",2015-01-01 00:01:00,"2015-01-27 02:50:00"
"747","CV022B","0800000036","CA","CANNON","IR",2015-01-27 02:50:00,"2015-04-02 01:05:00"
"748","CV022B","0800000036","BQ","CANNON","OOR",2015-04-02 01:05:00,"2015-04-03 15:50:00"
"749","CV022B","0800000036","CA","CANNON","IR",2015-04-03 15:50:00,"2015-06-03 20:03:00"
"750","CV022B","0800000036","DJ","CANNON","OOR",2015-06-03 20:03:00,"2015-06-09 13:00:00"
"751","CV022B","0800000036","CA","CANNON","IR",2015-06-09 13:00:00,"2015-06-11 19:01:00"
"752","CV022B","0800000036","DJ","CANNON","OOR",2015-06-11 19:01:00,"2015-06-11 19:02:00"
"753","CV022B","0800000036","DM","CANNON","OOR",2015-06-11 19:02:00,"2015-06-12 21:00:00"
"754","CV022B","0800000036","CA","CANNON","IR",2015-06-12 21:00:00,"2015-06-12 21:01:00"
"755","CV022B","0800000036","BU","CANNON","OOR",2015-06-12 21:01:00,"2015-06-18 21:00:00"
"756","CV022B","0800000036","CA","CANNON","IR",2015-06-18 21:00:00,"2015-07-09 03:28:00"
"757","CV022B","0800000036","BQ","CANNON","OOR",2015-07-09 03:28:00,"2015-07-09 18:20:00"
"758","CV022B","0800000036","CA","CANNON","IR",2015-07-09 18:20:00,"2015-09-09 11:51:00"
"759","CV022B","0800000036","BX","CANNON","OOR",2015-09-09 11:51:00,"2015-09-11 04:00:00"
"760","CV022B","0800000036","CA","CANNON","IR",2015-09-11 04:00:00,"2015-09-11 22:45:00"
"761","CV022B","0800000036","BQ","CANNON","OOR",2015-09-11 22:45:00,"2015-09-14 13:57:00"
"762","CV022B","0800000036","CA","CANNON","IR",2015-09-14 13:57:00,"2015-10-23 01:00:00"
"763","CV022B","0800000036","BQ","CANNON","OOR",2015-10-23 01:00:00,"2015-10-23 16:00:00"
"764","CV022B","0800000036","CA","CANNON","IR",2015-10-23 16:00:00,"2015-10-26 06:30:00"
"765","CV022B","0800000036","BQ","CANNON","OOR",2015-10-26 06:30:00,"2015-10-26 14:30:00"
"766","CV022B","0800000036","CA","CANNON","IR",2015-10-26 14:30:00,"2016-03-09 16:24:00"
"767","CV022B","0800000036","BQ","CANNON","OOR",2016-03-09 16:24:00,"2016-03-10 01:00:00"
"768","CV022B","0800000036","CA","CANNON","IR",2016-03-10 01:00:00,"2016-04-08 05:23:00"
"769","CV022B","0800000036","BQ","CANNON","OOR",2016-04-08 05:23:00,"2016-04-12 18:00:00"
"770","CV022B","0800000036","CA","CANNON","IR",2016-04-12 18:00:00,"2016-04-19 07:00:00"
"771","CV022B","0800000036","BQ","CANNON","OOR",2016-04-19 07:00:00,"2016-04-20 16:00:00"
"772","CV022B","0800000036","CA","CANNON","IR",2016-04-20 16:00:00,"2016-05-18 22:30:00"
"773","CV022B","0800000036","BQ","CANNON","OOR",2016-05-18 22:30:00,"2016-05-20 18:31:00"
"774","CV022B","0800000036","CA","CANNON","IR",2016-05-20 18:31:00,"2016-05-24 19:00:00"
"775","CV022B","0800000036","BQ","CANNON","OOR",2016-05-24 19:00:00,"2016-05-24 22:00:00"
"776","CV022B","0800000036","CA","CANNON","IR",2016-05-24 22:00:00,"2016-06-01 09:35:00"
"777","CV022B","0800000036","BQ","CANNON","OOR",2016-06-01 09:35:00,"2016-06-02 14:30:00"
"778","CV022B","0800000036","CA","CANNON","IR",2016-06-02 14:30:00,"2016-07-11 19:55:00"
"779","CV022B","0800000036","BQ","CANNON","OOR",2016-07-11 19:55:00,"2016-07-13 14:01:00"
"780","CV022B","0800000036","DJ","CANNON","OOR",2016-07-13 14:01:00,"2016-08-10 16:00:00"
"781","CV022B","0800000036","DM","CANNON","OOR",2016-08-10 16:00:00,"2016-08-10 23:59:00"
"782","CV022B","0800000036","BQ","CANNON","OOR",2016-08-10 23:59:00,"2016-08-11 00:00:00"
"783","CV022B","0800000036","BU","CANNON","OOR",2016-08-11 00:00:00,"2016-08-15 16:00:00"
"784","CV022B","0800000036","CA","CANNON","IR",2016-08-15 16:00:00,"2016-08-29 23:00:00"
"785","CV022B","0800000036","BQ","CANNON","OOR",2016-08-29 23:00:00,"2016-08-30 19:30:00"
"786","CV022B","0800000036","CA","CANNON","IR",2016-08-30 19:30:00,"2016-09-22 21:26:00"
"787","CV022B","0800000036","BQ","CANNON","OOR",2016-09-22 21:26:00,"2016-09-23 22:00:00"
"788","CV022B","0800000036","CA","CANNON","IR",2016-09-23 22:00:00,"2017-02-13 19:00:00"
"789","CV022B","0800000036","DM","CANNON","OOR",2017-02-13 19:00:00,"2017-02-21 20:59:00"
"790","CV022B","0800000036","CA","CANNON","IR",2017-02-21 20:59:00,"2017-09-27 21:00:00"
"791","CV022B","0800000036","BQ","CANNON","OOR",2017-09-27 21:00:00,"2017-09-28 15:00:00"
"792","CV022B","0800000036","CA","CANNON","IR",2017-09-28 15:00:00,"2017-10-17 13:00:00"
"793","CV022B","0800000036","BT","CANNON","OOR",2017-10-17 13:00:00,"2017-10-23 17:00:00"
"794","CV022B","0800000036","DM","CANNON","OOR",2017-10-23 17:00:00,"2018-02-28 16:29:00"
"795","CV022B","0800000036","BT","CANNON","OOR",2018-02-28 16:29:00,"2018-02-28 16:30:00"
"796","CV022B","0800000036","CA","CANNON","IR",2018-02-28 16:30:00,"2018-03-09 15:00:00"
"797","CV022B","0800000036","DM","CANNON","OOR",2018-03-09 15:00:00,"2018-03-24 17:00:00"
"798","CV022B","0800000036","CA","CANNON","IR",2018-03-24 17:00:00,"2018-04-18 11:30:00"
"799","CV022B","0800000036","DM","CANNON","OOR",2018-04-18 11:30:00,"2018-05-09 00:00:00"
"800","CV022B","0800000036","CA","CANNON","IR",2018-05-09 00:00:00,"2019-01-22 14:01:00"
"801","CV022B","0800000036","BQ","CANNON","OOR",2019-01-22 14:01:00,"2019-01-25 20:00:00"
"802","CV022B","0800000036","CA","CANNON","IR",2019-01-25 20:00:00,"2019-03-05 04:30:00"
"803","CV022B","0800000036","BQ","CANNON","OOR",2019-03-05 04:30:00,"2019-03-06 18:00:00"
"804","CV022B","0800000036","CA","CANNON","IR",2019-03-06 18:00:00,"2019-03-13 09:00:00"
"805","CV022B","0800000036","BQ","CANNON","OOR",2019-03-13 09:00:00,"2019-03-13 19:00:00"
"806","CV022B","0800000036","CA","CANNON","IR",2019-03-13 19:00:00,"2019-04-09 15:00:00"
"807","CV022B","0800000036","BQ","CANNON","OOR",2019-04-09 15:00:00,"2019-04-10 05:00:00"
"808","CV022B","0800000036","CA","CANNON","IR",2019-04-10 05:00:00,"2019-05-10 15:00:00"
"809","CV022B","0800000036","BQ","CANNON","OOR",2019-05-10 15:00:00,"2019-05-10 21:30:00"
"810","CV022B","0800000036","CA","CANNON","IR",2019-05-10 21:30:00,"2019-09-10 21:16:00"
"811","CV022B","0800000036","BQ","CANNON","OOR",2019-09-10 21:16:00,"2019-09-11 15:00:00"
"812","CV022B","0800000036","CA","CANNON","IR",2019-09-11 15:00:00,"2019-09-18 02:00:00"
"813","CV022B","0800000036","BQ","CANNON","OOR",2019-09-18 02:00:00,"2019-09-18 22:00:00"
"814","CV022B","0800000036","CA","CANNON","IR",2019-09-18 22:00:00,"2021-10-05 11:00:00"
"815","CV022B","0800000036","BQ","CANNON","OOR",2021-10-05 11:00:00,"2021-10-05 20:00:00"
"816","CV022B","0800000036","CA","CANNON","IR",2021-10-05 20:00:00,"2021-10-06 18:10:00"
"817","CV022B","0800000036","BQ","CANNON","OOR",2021-10-06 18:10:00,"2021-10-06 20:36:00"
"818","CV022B","0800000036","CA","CANNON","IR",2021-10-06 20:36:00,"2021-12-17 02:50:00"
"819","CV022B","0800000036","BQ","CANNON","OOR",2021-12-17 02:50:00,"2021-12-17 19:12:00"
"820","CV022B","0800000036","CA","CANNON","IR",2021-12-17 19:12:00,"2022-03-07 10:46:30"
"821","CV022B","0800000037","CA","CANNON","IR",2015-01-01 00:01:00,"2015-01-08 05:00:00"
"822","CV022B","0800000037","BQ","CANNON","OOR",2015-01-08 05:00:00,"2015-01-08 20:00:00"
"823","CV022B","0800000037","CA","CANNON","IR",2015-01-08 20:00:00,"2015-03-12 18:00:00"
"824","CV022B","0800000037","BQ","CANNON","OOR",2015-03-12 18:00:00,"2015-03-13 23:00:00"
"825","CV022B","0800000037","CA","CANNON","IR",2015-03-13 23:00:00,"2015-03-31 23:30:00"
"826","CV022B","0800000037","BQ","CANNON","OOR",2015-03-31 23:30:00,"2015-04-07 14:01:00"
"827","CV022B","0800000037","DM","CANNON","OOR",2015-04-07 14:01:00,"2015-05-18 00:00:00"
"828","CV022B","0800000037","DJ","CANNON","OOR",2015-05-18 00:00:00,"2015-05-21 13:00:00"
"829","CV022B","0800000037","BU","CANNON","OOR",2015-05-21 13:00:00,"2015-05-27 01:00:00"
"830","CV022B","0800000037","CA","CANNON","IR",2015-05-27 01:00:00,"2015-06-17 05:30:00"
"831","CV022B","0800000037","BQ","CANNON","OOR",2015-06-17 05:30:00,"2015-06-17 14:00:00"
"832","CV022B","0800000037","CA","CANNON","IR",2015-06-17 14:00:00,"2015-10-16 18:15:00"
"833","CV022B","0800000037","EI","CANNON","TEST",2015-10-16 18:15:00,"2015-10-28 20:00:00"
"834","CV022B","0800000037","CA","CANNON","IR",2015-10-28 20:00:00,"2016-03-03 22:00:00"
"835","CV022B","0800000037","BQ","CANNON","OOR",2016-03-03 22:00:00,"2016-03-03 22:53:00"
"836","CV022B","0800000037","CA","CANNON","IR",2016-03-03 22:53:00,"2016-04-05 01:01:00"
"837","CV022B","0800000037","DO","CANNON","OOR",2016-04-05 01:01:00,"2016-04-05 01:02:00"
"838","CV022B","0800000037","CA","CANNON","IR",2016-04-05 01:02:00,"2016-04-06 00:01:00"
"839","CV022B","0800000037","DM","CANNON","OOR",2016-04-06 00:01:00,"2016-07-29 15:35:00"
"840","CV022B","0800000037","CA","CANNON","IR",2016-07-29 15:35:00,"2016-09-13 18:38:00"
"841","CV022B","0800000037","BT","CANNON","OOR",2016-09-13 18:38:00,"2016-09-19 13:00:00"
"842","CV022B","0800000037","CA","CANNON","IR",2016-09-19 13:00:00,"2016-11-17 14:00:00"
"843","CV022B","0800000037","DM","CANNON","OOR",2016-11-17 14:00:00,"2016-11-21 16:59:00"
"844","CV022B","0800000037","CA","CANNON","IR",2016-11-21 16:59:00,"2016-11-21 17:00:00"
"845","CV022B","0800000037","BU","CANNON","OOR",2016-11-21 17:00:00,"2016-11-21 23:00:00"
"846","CV022B","0800000037","CA","CANNON","IR",2016-11-21 23:00:00,"2016-12-19 13:00:00"
"847","CV022B","0800000037","DM","CANNON","OOR",2016-12-19 13:00:00,"2017-01-03 22:00:00"
"848","CV022B","0800000037","CA","CANNON","IR",2017-01-03 22:00:00,"2017-01-04 21:01:00"
"849","CV022B","0800000037","EI","CANNON","TEST",2017-01-04 21:01:00,"2017-03-06 14:01:00"
"850","CV022B","0800000037","DM","CANNON","OOR",2017-03-06 14:01:00,"2017-03-16 23:00:00"
"851","CV022B","0800000037","EI","CANNON","TEST",2017-03-16 23:00:00,"2017-03-16 23:01:00"
"852","CV022B","0800000037","CA","CANNON","IR",2017-03-16 23:01:00,"2017-06-30 18:00:00"
"853","CV022B","0800000037","DM","CANNON","OOR",2017-06-30 18:00:00,"2017-07-07 20:00:00"
"854","CV022B","0800000037","CA","CANNON","IR",2017-07-07 20:00:00,"2017-09-13 18:30:00"
"855","CV022B","0800000037","DM","CANNON","OOR",2017-09-13 18:30:00,"2017-09-14 21:00:00"
"856","CV022B","0800000037","CA","CANNON","IR",2017-09-14 21:00:00,"2017-09-23 16:00:00"
"857","CV022B","0800000037","PJ","CANNON","IR",2017-09-23 16:00:00,"2017-10-26 11:00:00"
"858","CV022B","0800000037","CA","CANNON","IR",2017-10-26 11:00:00,"2017-11-26 17:23:00"
"859","CV022B","0800000037","BQ","CANNON","OOR",2017-11-26 17:23:00,"2017-12-02 00:07:00"
"860","CV022B","0800000037","CA","CANNON","IR",2017-12-02 00:07:00,"2018-07-11 12:01:00"
"861","CV022B","0800000037","DM","CANNON","OOR",2018-07-11 12:01:00,"2018-07-11 12:02:00"
"862","CV022B","0800000037","DJ","CANNON","OOR",2018-07-11 12:02:00,"2018-07-18 10:00:00"
"863","CV022B","0800000037","CA","CANNON","IR",2018-07-18 10:00:00,"2019-02-18 06:30:00"
"864","CV022B","0800000037","BQ","CANNON","OOR",2019-02-18 06:30:00,"2019-03-06 04:00:00"
"865","CV022B","0800000037","CA","CANNON","IR",2019-03-06 04:00:00,"2019-08-27 22:30:00"
"866","CV022B","0800000037","BQ","CANNON","OOR",2019-08-27 22:30:00,"2019-08-28 22:00:00"
"867","CV022B","0800000037","CA","CANNON","IR",2019-08-28 22:00:00,"2019-08-29 03:00:00"
"868","CV022B","0800000037","BI","CANNON","IR",2019-08-29 03:00:00,"2019-09-01 05:00:00"
"869","CV022B","0800000037","BQ","CANNON","OOR",2019-09-01 05:00:00,"2019-09-03 17:30:00"
"870","CV022B","0800000037","DJ","CANNON","OOR",2019-09-03 17:30:00,"2019-12-20 12:00:00"
"871","CV022B","0800000037","DM","CANNON","OOR",2019-12-20 12:00:00,"2020-01-10 11:00:00"
"872","CV022B","0800000037","BQ","CANNON","OOR",2020-01-10 11:00:00,"2020-01-10 11:01:00"
"873","CV022B","0800000037","BU","CANNON","OOR",2020-01-10 11:01:00,"2020-01-31 12:59:00"
"874","CV022B","0800000037","CA","CANNON","IR",2020-01-31 12:59:00,"2020-04-01 15:00:00"
"875","CV022B","0800000037","BQ","CANNON","OOR",2020-04-01 15:00:00,"2020-04-01 17:20:00"
"876","CV022B","0800000037","CA","CANNON","IR",2020-04-01 17:20:00,"2020-05-13 00:30:00"
